Year,Term,Course_ID,Course_Name,Course_Description
2018,Fall,MSE 499,Senior Thesis,Material Science Engineering. Individual research in an area of materials science and engineering under the supervision of members of the staff. 1 to 5 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Grade point average of 3.0 and consent of instructor.
2018,Fall,MSE 500,Statistical Thermodyn of Matls,"Material Science Engineering. Atomistic concepts of statistical thermodynamics and their relationship to classical phenomenological thermodynamics. Application of the methods of statistical thermodynamics and statistical mechanics to describe the structure, phase behavior, and properties of both hard and soft materials. Prerequisite: Material Science Engineering 401."
2018,Fall,MSE 529,Hard Materials Seminar,"Material Science Engineering. This is a seminar course.Seminar on current research in science and engineering of hard materials; presentations by visiting lecturers, staff, and students. Approved for S/U grading only. May be repeated."
2018,Fall,MSE 559,Soft Materials Seminar,"Material Science Engineering. This is a seminar course.Seminar on current research in the science and engineering of soft materials; presentations by visiting lecturers, staff, and students. Approved for S/U grading only. May be repeated."
2018,Fall,MSE 584,Point and Line Defects,"Material Science Engineering. Formation and interactions of point and line defects in solids including metals, semiconductors, dielectrics, and ionic conductors. Theoretical treatment of thermal equilibrium and non-equilibrium conditions. Application to impurity diffusion, ion irradiation, dislocation generation and motion, ionic conductivity, and deep level electronic defects. Prerequisite: Material Science Engineering 401 or Material Science Engineering 501; Physics 460 or Physics 560."
2018,Fall,MSE 590,Research Seminars,Material Science Engineering. This is a seminar course.Discussions and lectures on current research under the direction of individual staff members. Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.
2018,Fall,MSE 595,Materials Colloquium,Material Science Engineering. Presentation of (i) cutting-edge materials research by visiting lectures from academia as well as national and industrial research laboratories and (ii) some of the current research conducted in the Department. Approved for S/U grading only. May be repeated.
2018,Fall,MSE 597,Independent Study,Material Science Engineering. Individual study of any topic in materials science and engineering under the supervision of a member of the faculty. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.
2018,Fall,MSE 599,Thesis Research,Material Science Engineering. Graduate Thesis and Research.Approved for S/U grading only. May be repeated.
2018,Fall,NPRE 100,Orientation to NPRE,"Nuclear, Plasma, and Radiological Engineering. Introduction to nuclear, plasma, and radiological engineering. Demonstrations and discussion of nuclear phenomena (reactor operation, plasma behavior, and others). Experiments on radioactive decay and radiation shielding with formal laboratory report and a student project."
2018,Fall,NPRE 201,Energy Systems,"Nuclear, Plasma, and Radiological Engineering. Patterns of energy production and utilization and technical aspects of renewable energy resources, advanced fossil fuel systems, and advanced nuclear systems. Same as GLBL 201. Prerequisite: MATH 220 or MATH 221; one of Physics 101, Physics 211, CHEM 104, CHEM 204, Mechanical Engineering 300."
2018,Fall,NPRE 247,Modeling Nuclear Energy System,"Nuclear, Plasma, and Radiological Engineering. Applications of elementary nuclear physics in nuclear engineering. Nuclear reactor materials and components. Steady-state and transient operation of nuclear reactors. Nuclear energy removal and conversion. Radiation shielding. Prerequisite: Physics 212; credit or concurrent registration in MATH 285."
2018,Fall,NPRE 397,Independent Study,"Nuclear, Plasma, and Radiological Engineering. Individual investigations or studies of any phase of nuclear engineering selected by the student and approved by the department. May be repeated. Prerequisite: Consent of instructor."
2018,Fall,NPRE 402,Nuclear Power Engineering,"Nuclear, Plasma, and Radiological Engineering. Principles of utilization of fission energy in nuclear power engineering; includes such topics as fission processes and controlled chain reactions; nuclear reactor types, design principles, and operational characteristics; power reactor design criteria; radiation hazards and radioactive waste treatment; economics; other applications such as propulsion and research reactors. 3 undergraduate hours. 4 graduate hours. Credit is not given for both NPRE 402 and NPRE 247."
2018,Fall,NPRE 412,Nuclear Power Econ & Fuel Mgmt,"Nuclear, Plasma, and Radiological Engineering. Quantitative analysis of the impact of the nuclear power industry; nuclear fuel cycle and capital costs for thermal and fast reactors; optimization of the use of nuclear fuels to provide the lowest energy costs and highest system performance; comparison between fossil fuel systems, fission systems, and controlled thermonuclear fusion systems. 3 undergraduate hours. 4 graduate hours. Prerequisite: NPRE 402 or NPRE 247. Junior standing is required."
2018,Fall,NPRE 423,Plasma Laboratory,"Nuclear, Plasma, and Radiological Engineering. Experiments relating to plasma engineering and fusion energy. Topics in ultra-high vacuum technology rf and dc electric plasma probes, measurements of dc and pulsed magnetic fields, dynamics of a theta pinch, and laser interferometry to measure plasma density. 2 undergraduate hours. 2 graduate hours. Prerequisite: NPRE 421 and NPRE 451."
2018,Fall,NPRE 429,Plasma Engineering,"Nuclear, Plasma, and Radiological Engineering. Basic principles and examples for adapting and applying the plasma state to solve a number of modern engineering problems. Plasma processing of materials for microelectronics and other uses, lighting, plasma displays, and other technologies. 3 undergraduate hours. 3 graduate hours. Prerequisite: Electronics Communication Engineering 329 or Physics 435."
